year,location,languages
2014,United States,C#;Java;JavaScript;PHP;SQL
2014,Romania,Java;JavaScript
2014,Russia,C++
2014,India,C;Java;Objective-C;PHP;Android; Phonegap
2014,Austria,C;C++;C#;Java;JavaScript;PHP;SQL
2014,Netherlands,JavaScript;Objective-C;ABAP
2014,Pakistan,C++;Java;PHP;SQL
2014,India,Java;JavaScript;SQL
2014,United States,Java;JavaScript
2014,Australia,C++;C#;Python
2014,Turkey,C#;JavaScript;SQL
2014,United States,C++;JavaScript
2014,Ukraine,C#;JavaScript;SQL
2014,Sri Lanka,C#;Java;JavaScript;Node.js;PHP;Ruby
2014,United States,SQL
2014,Egypt,C++;C#;Java
2014,United States,Java;Python
2014,United States,C#;JavaScript;SQL
2014,Australia,Java
2014,India,C;Python
2014,Pakistan,C;Java;JavaScript;Objective-C;PHP;SQL
2014,Australia,C#;Java;JavaScript;Objective-C;PHP;Ruby;SQL
2014,Russia,SQL;Delphi
2014,United States,C;C++;JavaScript;Objective-C
2014,Macedonia [FYROM],Java
2014,United States,Ruby
2014,Iran,C#;JavaScript;SQL
2014,United States,C;Objective-C;Ruby
2014,India,Java;JavaScript;SQL
2014,United States,JavaScript;Node.js;Ruby;SQL
2014,South Africa,Java;R
2014,Australia,C#;JavaScript;PHP;SQL
2014,United States,Python
2014,United States,C;C++;Python;Ruby
2014,United States,C#;JavaScript;SQL
2014,United States,JavaScript;Python;SQL
2014,United States,C#;JavaScript;SQL;SAS
2014,India,C;Java;JavaScript;Python;Assembly; WebGL
2014,Denmark,C#;Java;SQL
2014,United States,Java;Objective-C
2014,United Kingdom,JavaScript;SQL;Scala
2014,Slovenia,Java;JavaScript;Python;SQL
2014,Portugal,C;Java
2014,United States,Java;JavaScript
2014,Russia,JavaScript;PHP;Python
2014,United States,C;C++;Objective-C
2014,United States,C#;Java;SQL
2014,United States,Java;JavaScript;Objective-C;Python;Ruby
2014,Germany,C#;Optics Raytracing with Breault's ASAP
2014,Russia,C;C++;JavaScript;PHP;SQL;ANTLR
2014,Canada,C#;JavaScript;Node.js;Objective-C;Ruby;SQL
2014,India,C#;Java;JavaScript;OScript
2014,United States,C#;Java;JavaScript;SQL
2014,United States,C++;JavaScript;Node.js;Objective-C
2014,United States,C#;JavaScript;SQL
2014,United States,Java;Python
2014,United States,C++
2014,France,JavaScript;Objective-C;PHP
2014,United States,C++;Java;JavaScript;PHP;SQL;Arduino
2014,Peru,Java;Python
2014,United States,Objective-C
2014,United States,Objective-C
2014,Sweden,Java;SQL;Clojure
2014,United States,C#
2014,United States,Java;PHP;SQL
2014,Colombia,Java;JavaScript;Ruby;SQL
2014,United Kingdom,C;Java;PHP;SQL
2014,Finland,JavaScript;Python;SQL
2014,Slovenia,C;C++;C#;Java
2014,Australia,Ruby
2014,Netherlands,C#;JavaScript;SQL
2014,United States,C#;SQL
2014,Netherlands,C;C++;Java;JavaScript;Python;SQL
2014,India,JavaScript;Python
2014,Peru,C;Java;JavaScript;SQL
2014,United States,Java;PHP;SQL;Delphi
2014,United States,C++;Java
2014,Sweden,C#;SQL;VB.Net
2014,United States,C#;JavaScript;PHP;SQL;VB.NET
2014,Belgium,C#;SQL
2014,Greece,Python
2014,Belgium,JavaScript;Python;SQL
2014,Estonia,C#;Java;Python;SQL
2014,Spain,Java;JavaScript;Python;SQL
2014,India,JavaScript;SQL;ESQL
2014,India,Java;Ruby
2014,Austria,C#;PHP;SQL
2014,India,C++;Java
2014,India,JavaScript;Python
2014,New Zealand,JavaScript
2014,United States,JavaScript;Python;SQL;AppleScript
2014,United States,C#;JavaScript;Perl
2014,United Kingdom,PHP
2014,United States,C#;SQL
2014,Brazil,JavaScript;PHP;SQL
2014,India,Java;JavaScript;Node.js;PHP;SQL
2014,Canada,Java;SQL;plsql
2014,Spain,C;Java
2014,Colombia,C#;JavaScript;SQL
2014,Austria,PHP
2014,Italy,JavaScript;PHP;SQL
2014,Serbia,Java;JavaScript;PHP;SQL
2014,United Kingdom,C#;PHP;SQL;vb.net
2014,Bolivia,JavaScript;PHP;SQL
2014,Germany,Java;JavaScript;LotusScript XPages
2014,United States,C#;JavaScript;SQL
2014,United States,C#;JavaScript;SQL
2014,United States,Java;JavaScript;SQL
2014,India,Java;JavaScript;Objective-C;SQL
2014,Italy,Java;Objective-C;SQL
2014,Brazil,C++;Java;JavaScript;SQL
2014,United States,C#;Java;SQL
2014,United States,Java;JavaScript;Objective-C;PHP;Python;SQL
2014,Czech Republic,C++;C#;Java;JavaScript;PHP
2014,Iran,C++;Java;JavaScript;PHP;SQL;CUDA
2014,Israel,C#;Python
2014,Turkey,PHP;Python
2014,Mexico,C#;Python;SQL
2014,France,Java;JavaScript
2014,Belgium,C#;Java;JavaScript;PHP;SQL;groovy
2014,India,Java;JavaScript;Objective-C;Python;SQL
2014,Sweden,C#;JavaScript;SQL
2014,Netherlands,C;JavaScript;PHP;SQL
2014,Israel,PHP;SQL;bash; PERL
2014,India,C#;JavaScript;SQL;backbone.js
2014,India,C#
2014,India,C
2014,France,C;C#;JavaScript;PHP;SQL
2014,India,JavaScript;PHP;SQL
2014,Russia,C#;JavaScript;Node.js;PHP;SQL
2014,India,Java
2014,India,Java;JavaScript;Node.js;PHP;SQL;ext.js;angular.js
2014,India,Java;JavaScript;SQL
2014,Slovenia,C#;powershell
2014,India,PHP
2014,Greece,C#;JavaScript;VB.NET
2014,Sri Lanka,C;C++;Java;JavaScript;PHP;SQL
2014,France,JavaScript;PHP;SQL
2014,India,C#;JavaScript;SQL
2014,Nepal,JavaScript;Objective-C;PHP;SQL
2014,India,JavaScript;PHP;SQL
2014,India,JavaScript;PHP
2014,Pakistan,C;Java;JavaScript;SQL
2014,Australia,Java;JavaScript
2014,India,Java;JavaScript;PHP;SQL
2014,India,JavaScript;PHP;SQL
2014,India,Java;Objective-C;PHP
2014,India,JavaScript;Node.js
2014,Pakistan,Java;Objective-C
2014,India,C;C++;Java
2014,India,C;C++;Java;JavaScript;PHP
2014,India,Java;JavaScript;PHP;SQL;YII; codeigniter
2014,United States,C++;C#;Java;JavaScript
2014,India,C#;Objective-C
2014,United States,C#;JavaScript;Node.js;PHP;Ruby;SQL
2014,India,JavaScript
2014,India,Java
2014,United States,C++;C#;Objective-C;SQL
2014,United States,C;Java;JavaScript;Node.js;Python;Ruby;SQL;CoffeeScript
2014,Singapore,C#;JavaScript;SQL
2014,United States,JavaScript;Python;SQL
2014,Brazil,Java
2014,United States,C#;SQL;Delphi; Oxygene; Basic4Android
2014,Germany,C#;JavaScript;PHP;ASP.NET
2014,United States,C++;Java;Python
2014,United States,Java;JavaScript;Ruby
2014,Italy,C;C++;JavaScript;Prolog
2014,United States,JavaScript;PHP;SQL;redis
2014,Italy,C++;C#;Java
2014,Brazil,C#;Java;SQL
2014,Finland,JavaScript;PHP
2014,Denmark,JavaScript;SQL
2014,Germany,C#;JavaScript;Ruby;SQL
2014,United States,JavaScript;PHP;SQL
2014,United States,Java;Python;SQL
2014,Canada,Java;JavaScript;PHP;SQL
2014,Italy,C;PHP
2014,Myanmar [Burma],Java;JavaScript;PHP;SQL
2014,United States,C++;Java
2014,Morocco,Java;J2EE techs
2014,Lithuania,JavaScript;PHP;SQL
2014,India,C;Java;Grails
2014,Israel,C++;C#
2014,Germany,C++;Java;JavaScript;Objective-C;PHP;Python;SQL
2014,Australia,C;JavaScript;Node.js
2014,India,C#
2014,Serbia,C;C++;JavaScript;Node.js;PHP;Python;SQL
2014,United Arab Emirates,JavaScript;Node.js
2014,India,C;C++;Java;Objective-C;PHP;SQL
2014,Iran,Java;JavaScript;PHP;SQL
2014,Switzerland,C#;JavaScript;SQL
2014,Singapore,C#;JavaScript;Objective-C;SQL
2014,Lithuania,JavaScript;Python;SQL
2014,Romania,Java;JavaScript;PHP;Python;Ruby;SQL
2014,India,C;C++;JavaScript
2014,Russia,C#;JavaScript;SQL
2014,India,C;C++
2014,Israel,JavaScript;CSS
2014,Australia,Java;Python
2014,Israel,C#
2014,Israel,C++;Java;Python
2014,India,JavaScript;PHP;SQL
2014,United Kingdom,C#;Java;JavaScript;Ruby;SQL
2014,India,Java;JavaScript;SQL
2014,India,C#
2014,United States,C++
2014,Israel,C#;JavaScript
2014,United States,C#;JavaScript;Node.js;PHP;golang; c
2014,United States,JavaScript;Node.js;NSIS
2014,United States,C;Java
2014,Switzerland,JavaScript;PHP;SQL
2014,France,C;C++;Java;Python;SQL
2014,United States,COBOL
2014,Tunisia,Java;JavaScript
2014,Germany,C#;SQL
2014,United States,Node.js;Objective-C
2014,United States,C#;SQL
2014,United States,JavaScript;PHP
2014,United Kingdom,Python;CSS & HTML
2014,United Kingdom,JavaScript;PHP;SQL
2014,United States,C;Java;Python;Clojure
2014,Canada,C#;SQL
2014,Netherlands,C#;JavaScript;SQL
2014,United States,C++;C#;Java;JavaScript;SQL
2014,Canada,C#
2014,Iran,JavaScript;PHP;SQL
2014,United States,C#;JavaScript;SQL
2014,Estonia,C#;JavaScript;SQL
2014,United Kingdom,Java;JavaScript;PHP;SQL
2014,United States,C#;JavaScript;SQL
2014,United Kingdom,C;C++;JavaScript;Objective-C;SQL
2014,Canada,C#;JavaScript;SQL
2014,India,Objective-C
2014,United States,SQL
2014,Ireland,JavaScript;PHP
2014,Italy,Java;Python
2014,Turkey,C;C++;Java;SQL
2014,Indonesia,C#;PHP;SQL;ASP.NET
2014,Ukraine,Python
2014,France,Java;JavaScript;Ruby;SQL
2014,United States,Node.js;SQL;SAS; VB
2014,Israel,Java;PHP;SQL
2014,Armenia,C++;JavaScript;Node.js;PHP;SQL
2014,Russia,C;C++;C#;SQL
2014,Brazil,JavaScript;Node.js
2014,France,Java;Scala
2014,Greece,Java;Node.js
2014,United States,C++
2014,Turkey,JavaScript;PHP;Python;SQL
2014,Slovenia,C++;Java;JavaScript;PHP;SQL
2014,India,C;C++;Java;Objective-C
2014,Romania,JavaScript;PHP;SQL
2014,Ireland,C;Java;Python
2014,United Arab Emirates,JavaScript;PHP;SQL;HTML
2014,Indonesia,C++;Java;Ruby;scala
2014,India,VBA
2014,United States,C#;Objective-C
2014,United Arab Emirates,C++;JavaScript;Python
2014,United Kingdom,C#;JavaScript;PHP;SQL
2014,Italy,Java;PHP;SQL
2014,United States,SQL;VB.net
2014,India,C#;JavaScript;SQL;JQUERY
2014,Germany,C;C++;C#;Java;OWL
2014,India,Java;JavaScript;PHP
2014,South Africa,Python
2014,United States,C#;JavaScript;SQL
2014,India,C
2014,Brazil,C;Lua
2014,United States,C#;Java;JavaScript;SQL
2014,India,C#;JavaScript;Node.js;SQL
2014,Pakistan,C#;JavaScript;SQL
2014,India,Objective-C
2014,India,Java;Objective-C;SQL
2014,United Kingdom,JavaScript;PHP
2014,India,C++;Java;Python
2014,India,JavaScript;Python;SQL;Google App Script
2014,India,C;JavaScript;PHP;SQL
2014,Germany,C++;C#;Java;SQL
2014,India,C;C++;C#;Java;JavaScript;Node.js;Objective-C;PHP;Python;Ruby;SQL
2014,Poland,JavaScript;PHP
2014,India,C;C++;Java;JavaScript;Objective-C;PHP;SQL
2014,India,C;C++;C#;Java;SQL
2014,Sweden,Node.js;bash
2014,United Kingdom,Java;JavaScript;SQL
2014,India,Java;JavaScript
2014,Taiwan,Java;JavaScript;Python
2014,Hong Kong,Java;JavaScript;SQL
2014,India,Java
2014,Pakistan,C++;C#;JavaScript;SQL
2014,India,Java
2014,Turkey,C#;JavaScript;SQL
2014,United States,JavaScript;PHP;SQL
2014,India,C#;SQL
2014,India,C;C++;JavaScript;PHP
2014,India,JavaScript;PHP
2014,India,JavaScript;PHP;SQL
2014,India,JavaScript;PHP;SQL;Jquery
2014,United States,Haskell; Coq; Ocaml; LaTeX
2014,India,C#;Java;PHP;Python;SQL
2014,India,C;JavaScript;PHP;SQL
2014,Canada,JavaScript;R
2014,Turkey,C;C++
2014,India,C++;JavaScript
2014,Mexico,C;C++;C#;Java;JavaScript;Objective-C;PHP;Python;SQL
2014,Australia,C#;JavaScript;SQL
2014,India,C++;Java
2014,Japan,C++
2014,Czech Republic,C;C#;Java;JavaScript;PHP;SQL;shell; Perl
2014,India,C#;PHP;Python;Ruby
2014,United States,C;C++;C#;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL
2014,Vietnam,C++;Java
2014,United States,C++;JavaScript;PHP
2014,Australia,C++;C#;JavaScript;Objective-C;Python;SQL
2014,United Kingdom,Java
2014,Netherlands,C++;C#;JavaScript;PHP;Python
2014,United States,C#;Java;JavaScript;PHP;Python;SQL
2014,United Kingdom,Java;JavaScript;Python
2014,United Kingdom,Java;JavaScript;Node.js;Objective-C
2014,India,Perl
2014,Germany,C++;Haskell
2014,New Zealand,JavaScript;Ruby;SQL;Excel + VBA; R
2014,Germany,JavaScript;PHP;Perl
2014,United States,C++;C#;Node.js;Python
2014,United States,C#;JavaScript;Ruby;SQL
2014,Egypt,Java;JavaScript;SQL
2014,United States,C#;Java;JavaScript;SQL
2014,United States,C;C++;Java;assembly language
2014,Romania,C;Java;JavaScript;PHP;Python;SQL
2014,Bangladesh,Java;PHP;Python;SQL;Django
2014,Portugal,Java;JavaScript;Node.js
2014,United States,Java;JavaScript;PHP
2014,United States,Ruby
2014,Lithuania,C#;JavaScript;SQL
2014,Croatia,C;C++;C#;Python
2014,Germany,C;C++;JavaScript;Python
2014,France,Java;JavaScript;Node.js;Python
2014,Canada,C#;Java;JavaScript;PHP;SQL
2014,Germany,C++;C#;Java;JavaScript;SQL
2014,United States,C#;SQL
2014,Israel,C#;SQL
2014,Poland,C#;JavaScript;SQL
2014,France,JavaScript;Objective-C;PHP;SQL
2014,United States,C#;JavaScript;Node.js;PHP;Python;SQL
2014,Russia,C;C#;Java;Objective-C
2014,United Kingdom,Python
2014,United States,C#;JavaScript
2014,Iran,C;C++;PHP
2014,Poland,C++;Java;PHP
2014,Canada,C#;JavaScript;Objective-C;SQL
2014,United States,C#;SQL
2014,United States,SQL;Structured Query Reporting (SQR)
2014,United States,SQL
2014,South Korea,Java;JavaScript;Node.js
2014,Estonia,C;C++;C#;Java;JavaScript;PHP;SQL;Perl
2014,Peru,C#;JavaScript;SQL
2014,United States,C#;JavaScript;Python;SQL
2014,United Kingdom,JavaScript;PHP;SQL
2014,Spain,JavaScript;Node.js;PHP;SQL;CSS; HTML; MongoDB; Grunt; AngularJS; Compass; jQuery
2014,United States,Java;JavaScript
2014,United States,C#;JavaScript;SQL
2014,Poland,Java;PHP;SQL
2014,United States,C#;Java;JavaScript;SQL
2014,Germany,C#;Java;SQL
2014,United Kingdom,C#;JavaScript;SQL
2014,India,Java;JavaScript;SQL
2014,United Kingdom,JavaScript;PHP;SQL
2014,Germany,Java;SQL
2014,Colombia,C#;Java;JavaScript;SQL
2014,Spain,Java;JavaScript;Objective-C;Python;SQL
2014,United Kingdom,C#;JavaScript;SQL
2014,United Kingdom,JavaScript;PHP;SQL
2014,India,C;C++;C#;JavaScript;PHP;SQL
2014,Estonia,JavaScript;Ruby;SQL
2014,United States,C++;C#;Java;JavaScript;SQL;Groovy
2014,United States,C#;Python
2014,United States,C#;JavaScript;SQL
2014,India,JavaScript;Node.js;PHP;SQL
2014,India,C;Java;JavaScript;PHP;Ruby;SQL
2014,Turkey,C#;SQL
2014,Georgia,JavaScript;Node.js;PHP;SQL;mysql; openlayers; google maps
2014,Switzerland,Java;JavaScript
2014,United Kingdom,Python;bash
2014,Netherlands,C#;Java;JavaScript;PHP;SQL
2014,Germany,JavaScript;PHP;Ruby;SQL
2014,India,Java
2014,United Kingdom,C;C++;C#
2014,United Kingdom,C#;Java;JavaScript;Ruby
2014,Turkey,C++;PHP
2014,India,Java;JavaScript;PHP
2014,Brazil,C#;JavaScript
2014,United Kingdom,C++;C#;Java;PHP;SQL;ActionScript
2014,India,Java;Objective-C
2014,Hong Kong,JavaScript;Node.js;PHP;SQL;SCSS
2014,United Kingdom,C#;JavaScript;PHP;SQL;F#
2014,India,Objective-C;SQL
2014,India,JavaScript;PHP
2014,Greece,JavaScript;PHP;Python;SQL;Angular.js
2014,India,Java
2014,United Kingdom,Java;JavaScript
2014,Venezuela,C#;JavaScript;SQL
2014,India,C#;JavaScript
2014,Ireland,C++;Java;JavaScript;Objective-C;HTML; CSS
2014,United States,C;JavaScript;PHP;SQL
2014,India,C;C++
2014,United Kingdom,JavaScript;Python;SQL;Bash
2014,South Africa,Java;JavaScript;PHP
2014,Poland,C;C++
2014,Moldova,C;C++;Java;Python
2014,South Africa,C++;Java;Node.js;PHP;SQL
2014,Netherlands,Java;JavaScript;Objective-C;PHP;SQL
2014,Italy,Java
2014,United States,C#;Node.js;F#
2014,Switzerland,C;C++;Python
2014,India,JavaScript;PHP;SQL
2014,India,Java;SQL
2014,Russia,PHP;SQL
2014,Indonesia,JavaScript;PHP
2014,Colombia,Java;JavaScript;Android
2014,United States,C;C++;Fortran
2014,India,JavaScript;PHP;SQL
2014,Armenia,Java
2014,United States,JavaScript
2014,United States,JavaScript;PHP
2014,India,C
2014,New Zealand,C#;JavaScript;PHP;Python
2014,South Korea,C++;Java;JavaScript;Objective-C;PHP;SQL
2014,Australia,Java
2014,Russia,C;C++;Java;PHP;SQL;CUDA
2014,Australia,C#;JavaScript;Node.js;SQL
2014,United States,JavaScript;Python;SQL
2014,Argentina,C++;C#;JavaScript;SQL
2014,Australia,JavaScript;Python
2014,Greece,C;C++;C#;Java;Python
2014,Canada,JavaScript;PHP;Apex
2014,Poland,C#;Objective-C;Python
2014,Austria,C;C#;Java;Python;SQL
2014,France,C#;JavaScript;SQL
2014,United States,C#;JavaScript;SQL
2014,India,C;C++;Java;JavaScript;PHP;SQL
2014,Germany,Java;Objective-C
2014,Germany,Java;PHP;SQL
2014,France,C
2014,Australia,C++;C#;Java;JavaScript;SQL
2014,Chile,C#;Java;JavaScript;PHP;SQL
2014,New Zealand,C#;JavaScript;SQL
2014,Australia,C#;JavaScript;Node.js;SQL;F#
2014,France,JavaScript;Node.js;Python;SQL;mongodb
2014,United States,JavaScript;ColdFusion
2014,United Kingdom,Python
2014,Croatia,C#;JavaScript;SQL;ASP.NET; CSS; HTML; XML; jQuery; REST
2014,Brazil,PHP;SQL
2014,Morocco,JavaScript;PHP;SQL
2014,Netherlands,C#;Java;JavaScript;SQL
2014,India,JavaScript;PHP;SQL;jquery
2014,Slovenia,C#;JavaScript;SQL
2014,United Kingdom,C#;JavaScript
2014,Germany,Java;JavaScript;PHP;Ruby;SQL
2014,France,JavaScript;Ruby
2014,United States,C;Java;Node.js;PHP;Ruby;R
2014,Argentina,C#;Java;JavaScript;PHP;SQL;Smalltalk
2014,Canada,C#;JavaScript;SQL;knockout.js
2014,Russia,C++;Java;JavaScript
2014,Canada,C++;Java;JavaScript;Objective-C;PHP;SQL
2014,Dominican Republic,C#;JavaScript;Node.js;SQL
2014,Italy,C;MATLAB
2014,United Kingdom,Java;Python
2014,India,C#;Java;Objective-C
2014,United States,C#;Java;JavaScript;PHP;SQL
2014,Germany,C#;PHP;SQL;VBA
2014,Iran,JavaScript;PHP;Ruby;SQL
2014,Slovenia,C;C++;JavaScript;SQL;Object Pascal
2014,India,C;C++;Java;PHP;Ruby
2014,France,C;C++
2014,United States,JavaScript;Python;Ruby
2014,Israel,JavaScript;PHP
2014,Bulgaria,C#;Java;JavaScript;Python;Ruby;SQL
2014,China,Java
2014,Finland,C++;Ruby
2014,Israel,JavaScript;PHP;Python
2014,Belgium,JavaScript
2014,United Arab Emirates,C#;JavaScript;Node.js;SQL
2014,India,C#;JavaScript;SQL
2014,India,C;C++;C#;JavaScript;PHP;SQL
2014,Austria,SQL;unix shell scripts; xml; xslt; proprietary
2014,India,Java;Objective-C
2014,Israel,C;C++;C#;JavaScript;SQL
2014,Estonia,C++;C#;Delphi
2014,India,Objective-C
2014,India,PHP;Python;SQL
2014,India,C++;JavaScript;PHP;Python
2014,United States,C++;Python;PostScript
2014,United States,JavaScript;PHP
2014,United Kingdom,C;C#
2014,India,C;C++;C#;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL
2014,Canada,C++;Java;JavaScript;SQL
2014,Netherlands,C#;JavaScript;PHP;SQL
2014,Spain,C++
2014,Sweden,C;C++;Java;Python;SQL;Prolog
2014,United States,Java;JavaScript;SQL
2014,Canada,Java;JavaScript;SQL
2014,Czech Republic,C;C++;C#;SQL
2014,Poland,C++;Python
2014,Morocco,Java;JavaScript;Node.js;Objective-C;PHP;SQL
2014,Vietnam,C;C++;Objective-C;SQL
2014,United Kingdom,C#;SQL
2014,Canada,JavaScript;Python;CoffeeScript
2014,United States,C;C++;JavaScript;Objective-C;PHP;Python;SQL;Scala
2014,United States,C++;C#
2014,Sweden,C#;JavaScript;SQL
2014,France,Java;SQL;Scala
2014,Brazil,C;Python;MATLAB; Mathematica; VHDL
2014,France,C;JavaScript;Objective-C;SQL;matlab
2014,Germany,C;C++;Java
2014,Israel,C;C++;C#;JavaScript;PHP;Python;SQL
2014,United Kingdom,JavaScript;PHP;SQL
2014,Turkey,C;C++;Python
2014,Canada,Python
2014,United States,Java;JavaScript;SQL
2014,United States,C#;JavaScript;SQL
2014,France,C#;SQL
2014,United States,C#;Java;JavaScript;SQL
2014,Poland,C#;JavaScript
2014,United Kingdom,Java
2014,United States,C;Objective-C;PHP;SQL
2014,United States,SQL;Matlab
2014,United Kingdom,JavaScript
2014,Spain,none of above
2014,France,Java;SQL
2014,United States,C;C++;Java;Perl
2014,Germany,C;JavaScript;SQL;Scala
2014,Denmark,C;C++
2014,Denmark,C#;JavaScript;PHP;SQL
2014,Sweden,C++;Ruby
2014,Germany,JavaScript;PHP
2014,United States,Ruby;SQL
2014,Iran,C#;JavaScript;Node.js;PHP;SQL
2014,Sweden,C++;Actionscript 3.0
2014,Canada,C#;JavaScript;Node.js;PHP
2014,United States,C;JavaScript;PHP;SQL
2014,Norway,Java;JavaScript;Python;SQL
2014,United States,JavaScript;PHP;SQL
2014,Germany,Python;Scala
2014,United States,JavaScript;Ruby
2014,Germany,C#;PHP;SQL
2014,Israel,JavaScript;PHP;SQL
2014,United Arab Emirates,C#;JavaScript;Node.js;Haskell
2014,Estonia,C++;Python
2014,Slovenia,C++;Objective-C;PHP;SQL
2014,Czech Republic,C#;SQL
2014,Egypt,C;C++;SQL
2014,United States,JavaScript;Python;SQL
2014,United States,C#;SQL
2014,Brazil,C;C++;C#;JavaScript;PHP;SQL
2014,Norway,C#;SQL
2014,France,Java;JavaScript;PHP;SQL
2014,Iran,C;C++;PHP
2014,Bangladesh,C#;JavaScript;SQL
2014,Czech Republic,Java
2014,India,C;C++;C#;Java
2014,United States,C#;JavaScript;PHP;SQL;sass
2014,United States,JavaScript;PHP;Ruby
2014,Brazil,Java;PHP;SQL
2014,Russia,JavaScript;Node.js;PHP
2014,France,JavaScript;PHP
2014,Ireland,Java
2014,United States,C;C++;Java;Ruby;SQL
2014,United States,C#;JavaScript;PHP;SQL
2014,Netherlands,C;C++;C#;Java;JavaScript;Node.js;Objective-C;Python;Ruby;SQL
2014,India,Java;SQL
2014,United States,C++;Java;Python;Scala
2014,Portugal,C#;Java
2014,Singapore,Java;SQL
2014,Russia,C++
2014,United Kingdom,C++;Python
2014,Greece,C;Java;SQL;Hadoop
2014,Russia,JavaScript;PHP;Ruby;SQL
2014,United States,C#;JavaScript;PHP;Python;Ruby;SQL
2014,France,C#;JavaScript;SQL
2014,India,C#;Java;JavaScript;Objective-C;PHP;SQL
2014,United States,C#;JavaScript;SQL
2014,Portugal,C;C++;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL
2014,India,JavaScript;PHP;Python;SQL
2014,Germany,C++;Java;PHP;SQL
2014,Netherlands,JavaScript;PHP;SQL
2014,Canada,Java;JavaScript;Node.js;Python
2014,United States,C++;Java;JavaScript
2014,United Kingdom,erlang
2014,India,C;C++;Java;Objective-C
2014,United Kingdom,C++;C#;SQL;Delphi
2014,Greece,C;C++;Java;JavaScript;PHP;SQL
2014,Poland,C;Java;SQL
2014,Russia,Java
2014,United States,Java;JavaScript;Objective-C;PHP;Ruby;SQL
2014,India,C;C++;C#;Java;SQL
2014,United States,C;JavaScript;Objective-C;Ruby;SQL
2014,Sweden,C;C#;Java
2014,Bulgaria,C#;JavaScript;SQL;VB6
2014,Belgium,C#;JavaScript;PHP;SQL
2014,Poland,Java;SQL
2014,Switzerland,C++;JavaScript;PHP;Python;SQL
2014,United States,C#;Flash
2014,Canada,JavaScript;Python
2014,United States,Java;JavaScript;PHP;SQL
2014,Czech Republic,Java;JavaScript;SQL;Perl
2014,Algeria,C++;PHP;SQL
2014,United States,C#;Java;JavaScript;SQL
2014,Slovenia,C++;C#;JavaScript;SQL
2014,Canada,C#;JavaScript
2014,United States,JavaScript;PHP
2014,Denmark,C#;Java;SQL
2014,Ukraine,JavaScript;Python
2014,United Kingdom,C;Java;JavaScript;Python;SQL;Go
2014,Russia,C#;Python
2014,Israel,C;C++;Java
2014,Mexico,C#;SQL
2014,Greece,C
2014,Poland,Java;Python;Scala
2014,United Kingdom,C#;F#
2014,Austria,C;PHP;Python;R
2014,Croatia,Groovy
2014,United States,PHP;SQL
2014,Russia,C++;JavaScript;Scala
2014,Switzerland,Java;JavaScript;SQL
2014,Germany,C;JavaScript;PHP;Python;SQL;mksh; make; Assembly
2014,Ukraine,Scala; Akka; MongoDB
2014,United Kingdom,C#;JavaScript;SQL
2014,United States,C#;JavaScript;Python
2014,Ireland,C;C++;C#;Node.js;PHP
2014,Bangladesh,C;Java;JavaScript;Objective-C;PHP;Python
2014,Germany,C#;SQL
2014,United States,JavaScript;Python;Ruby
2014,United States,Java;Ruby;SQL
2014,United Kingdom,Java;JavaScript;PHP;Python;SQL
2014,United States,C;C++;Python
2014,Ukraine,JavaScript;Node.js;PHP;SQL
2014,Italy,C#;JavaScript;SQL
2014,Spain,Java;SQL
2014,United States,C;C++;Java;SQL;MATLAB
2014,United States,C#;JavaScript;SQL;MVC
2014,United States,JavaScript;PHP;Python;Torquescript
2014,Russia,C;Objective-C;Ruby;Rails
2014,Germany,Groovy
2014,Ukraine,C;C++;Objective-C
2014,Israel,Java;Objective-C
2014,Italy,C;C++;Python;SQL
2014,United States,C++;Java;JavaScript;SQL;Perl
2014,France,Java;JavaScript;PHP;SQL;Android/Dalvik; HTML5; CSS3; jQuery
2014,India,Java;JavaScript
2014,United Kingdom,JavaScript;PHP;HTML;CSS;PHP;MySQL...
2014,Sweden,C;C++;Java;JavaScript
2014,Finland,JavaScript;Python;SQL;MATLAB
2014,United States,C;C++;C#;JavaScript;SQL
2014,Argentina,Java;Objective-C
2014,United States,Python;bash
2014,Czech Republic,Java;JavaScript;Groovy
2014,United States,C#;JavaScript;Node.js
2014,Romania,C#;JavaScript;ActionScript 3
2014,United States,Java
2014,United Kingdom,Java;Python
2014,United Kingdom,C;Java;Objective-C
2014,Netherlands,JavaScript;PHP
2014,United States,C++;Java
2014,United States,JavaScript;Coldfusion; XSLT; ActionScript; VBA
2014,India,C;C++
2014,China,C;C++;C#;Python
2014,Germany,Node.js;PHP;Python
2014,Czech Republic,Java;SQL
2014,Pakistan,C++;JavaScript;Node.js;PHP;SQL
2014,Russia,C;JavaScript;PHP;SQL
2014,Switzerland,Objective-C;SQL;Delphi
2014,Sweden,C#;JavaScript;SQL
2014,United States,C++;C#;Java;JavaScript;Objective-C;PHP;Python;Ruby
2014,Lithuania,Python
2014,India,C;Java;Python
2014,Russia,C++;Java;Lua
2014,China,Java;JavaScript;Node.js;SQL
2014,France,C#;Java;JavaScript;Node.js;Objective-C;PHP;Python;SQL
2014,Finland,Java;JavaScript;Python
2014,Denmark,C;Python;assembler
2014,Russia,C;C++;JavaScript;PHP;SQL
2014,Singapore,C#;JavaScript;PHP;SQL
2014,United Kingdom,Java
