What Country or Region do you live in?,Which US State or Territory do you live in?,Which languages are you proficient in?,,,,,,,,,,,,,,
United States of America,Washington,,,,,,,,,,,,,,,
Central America,,,JavaScript,CSS,,,,,,,,,,HTML5,,
Canada,,,JavaScript,,PHP,Python,,,,,C++,C,,HTML5,,R
Canada,,,,,,,,,,,,,,,,
South America,,Java,,,PHP,Python,,,,,,,,,,
United States of America,Texas,,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,C++,C,,HTML5,,
Other Asia,,Java,JavaScript,CSS,,,Objective-C,Ruby,SQL,,,,,HTML5,,
France,,,,CSS,PHP,Python,Objective-C,,,C#,,C,,HTML5,,
Other Europe,,,JavaScript,,PHP,Python,,,SQL,C#,,C,,,,haskell
United States of America,California,,JavaScript,,PHP,,Objective-C,,SQL,,C++,C,Perl,HTML5,,
France,,,,CSS,PHP,,,,,,,,,HTML5,,
Other Europe,,Java,JavaScript,CSS,,,,,,C#,,,,HTML5,,
United States of America,Massachusetts,,JavaScript,,,,Objective-C,,,,,C,,,,Max MSP
Other Europe,,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,,C,,HTML5,,
Canada,,Java,,,,,,,,,,C,,,,
United States of America,Washington,Java,,,,Python,Objective-C,,,,C++,C,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,,,
India,,,,,,,,,,,,,,HTML5,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,,,,,,,,
United States of America,California,Java,,,PHP,,,Ruby,,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,,C++,C,,HTML5,,prolog scheme x86 asm
United States of America,California,,,,,,,,,C#,,,,,,
Middle East,,,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,,,
Italy,,Java,JavaScript,,,,,,SQL,C#,C++,C,,,,
Other Europe,,,JavaScript,,,Python,,,,,,C,,,,
United States of America,Minnesota,,JavaScript,,,,,,SQL,C#,,,,HTML5,,
United States of America,New York,Java,JavaScript,CSS,,,,,SQL,C#,C++,C,,HTML5,,To many to count
Other Europe,,Java,JavaScript,,,,,,,,C++,C,,HTML5,,
United States of America,Alabama,,,,,,,,,,,,,,,
United States of America,California,Java,JavaScript,CSS,,,,,SQL,,,,Perl,,,
India,,Java,,,,,,,,,,,,,,
United States of America,Texas,Java,JavaScript,,,,Objective-C,,SQL,C#,,,,HTML5,,
South America,,,,,,,,,,,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Australia,,,JavaScript,CSS,PHP,,Objective-C,,SQL,,,,,HTML5,,Action Script 3.0
Other Europe,,,JavaScript,,,Python,,,,,C++,,,,,
Middle East,,,JavaScript,CSS,,,,,,,,,,HTML5,,
Other Europe,,Java,,,,Python,,,SQL,,,,Perl,,,
Middle East,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,
Australia,,,JavaScript,CSS,,Python,,,SQL,C#,,,,HTML5,,
Italy,,,,,,Python,,,,,C++,,,,,
France,,Java,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,
Other Asia,,Java,,,,,,,,,,,,,,
Middle East,,,,,,,,,,,,,,,,
Germany,,Java,JavaScript,,PHP,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,,,,,,,,,,
Other Asia,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,,,,,
India,,,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,
Netherlands,,,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,"Delphi, PL/SQL"
Other Europe,,,,,,,,,SQL,C#,,,,,,
United States of America,Utah,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,,,,,HTML5,,
Germany,,,,,,,,,,,,,,,,
Other Asia,,Java,JavaScript,CSS,,,,,SQL,,,,,,,
United States of America,California,,,,,,,,,,,,,,,
United States of America,Texas,Java,JavaScript,,,,Objective-C,Ruby,,,,C,Perl,HTML5,,
Middle East,,,JavaScript,CSS,,,,,,C#,,,,HTML5,,
India,,Java,JavaScript,,,,,,SQL,,,,,,,
Australia,,Java,JavaScript,CSS,PHP,Python,,Ruby,,C#,,,,HTML5,,
United States of America,Michigan,,,,,,,,SQL,C#,,,,,,Visual Basic
United States of America,New Jersey,,,,,,,,,C#,,,,,,
Australasia,,,,,,,,,,,,,,,,
Central America,,,,,,,,,SQL,C#,,,,,,"VFP, VB6"
United States of America,California,,,,,Python,,Ruby,,,,,,,,
Germany,,,,,,,,,,,,,,,,
Netherlands,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,R
United States of America,Washington,Java,JavaScript,CSS,,,,,,,,,,HTML5,,
Middle East,,Java,JavaScript,CSS,,,,,SQL,C#,C++,,,HTML5,,Groovy
India,,,,,,,,,,,,,,,,
United States of America,Arizona,Java,,,,Python,,,SQL,C#,,,,HTML5,,
United Kingdom,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,HTML5,,
Other Asia,,,,,,,,,SQL,C#,,,,,,
Other Europe,,Java,,CSS,,,,,SQL,,,,,,,
Bangladesh,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,California,,JavaScript,CSS,,,,,SQL,,C++,C,,,,ActionScript
Other Europe,,Java,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,"Scala, Groovy"
Central America,,Java,,,,,Objective-C,,SQL,,,,,,,
United Kingdom,,Java,,,,,,,,,C++,C,,,,
India,,,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,,,
United States of America,Illinois,Java,,,,,,,SQL,,,,,,,
Germany,,Java,JavaScript,,,,,,,,,,,HTML5,,
Other Europe,,,,,,,,,,C#,C++,,,,,
United States of America,Washington,Java,,,,,,,SQL,,,,,,,ColdFusion
India,,,,,,,,,,C#,,,,,,
Middle East,,,,,,,,,,,,,,,,
United States of America,Indiana,Java,,CSS,PHP,,,,SQL,,,,,,,Groovy
United States of America,Washington,,,,,,,,,,,,Perl,,,bash
Germany,,Java,,,,,,,,,,,,,,
United States of America,California,,,,,Python,,,,,C++,C,Perl,,,
United States of America,Oregon,,JavaScript,CSS,,Python,,,,,,,,HTML5,,
Other Europe,,Java,,,,Python,,,SQL,C#,C++,C,,,,
United States of America,Washington,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
United States of America,Massachusetts,Java,,,PHP,,Objective-C,,,,C++,C,,,,Cocoa
Germany,,,,,,Python,,,,C#,C++,,Perl,,,
India,,,,,,,,,,,,,,,,
France,,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,,,
Other Europe,,Java,,,,,,Ruby,,,,,,,,scala
United Kingdom,,,,,,,,,,,,,,,,
Canada,,,JavaScript,CSS,,,,,SQL,C#,,,,,,ASP
Other Europe,,,JavaScript,CSS,,,,,,,,,,HTML5,,
Italy,,,,CSS,,Python,,,,,,C,,HTML5,,shell
Middle East,,,JavaScript,CSS,,Python,,,SQL,,,,,HTML5,,Haskell
Other Europe,,Java,JavaScript,,PHP,Python,,,,,C++,C,,,,
Other Asia,,Java,JavaScript,,,,,,,C#,,,,,,
South America,,,JavaScript,CSS,,,,Ruby,SQL,C#,C++,C,,HTML5,,
Other Asia,,Java,JavaScript,CSS,PHP,,,Ruby,SQL,,C++,C,,HTML5,,
Germany,,Java,JavaScript,,PHP,,,,,,,,,,,
Canada,,,,CSS,,Python,,,SQL,,,,,HTML5,,Delphi
Bangladesh,,,JavaScript,,PHP,Python,,,SQL,,,,,,,
Other Europe,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
India,,Java,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Georgia,Java,JavaScript,,,,,,,,C++,C,,,,Intel x86 Assembly
United States of America,California,,,,PHP,,,,,,,C,Perl,,,
India,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
Other Europe,,,JavaScript,,PHP,,,,,,,,,,,
Italy,,,,CSS,PHP,,Objective-C,,,,,,,HTML5,,
Germany,,Java,JavaScript,,,,,Ruby,,C#,,,,,,
India,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
India,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,SQL,C#,C++,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,,,,,,,,
India,,Java,JavaScript,CSS,PHP,Python,,,SQL,,,,,,,
United Kingdom,,,,CSS,,,,,,C#,C++,C,,HTML5,,
United Kingdom,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,
United Kingdom,,,JavaScript,,PHP,,,,SQL,,,,,,,
Australia,,Java,,,,,,,SQL,C#,,,,HTML5,,
United States of America,Colorado,,,,,,,,SQL,,C++,C,,,,
Other Asia,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
United States of America,Utah,Java,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,C,,HTML5,,
India,,,JavaScript,CSS,,,,,SQL,C#,,,,,,
North America (Other),,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
United States of America,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,
India,,,JavaScript,CSS,PHP,,,Ruby,SQL,C#,C++,,,,,
Russia,,Java,,,,,,,,,,,,,,
United States of America,New York,Java,,CSS,PHP,,,,SQL,C#,,,,,,tcl
India,,,,,,,,,,C#,,,,,,
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,,,
Other Europe,,,JavaScript,CSS,,,,,SQL,,,,,HTML5,,"asp, actionscript"
Australia,,Java,,,PHP,,Objective-C,Ruby,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,
Canada,,Java,,,,Python,,,,,,C,,,,
Canada,,,JavaScript,CSS,,,,,SQL,C#,,,,,,XAML
Germany,,Java,,,PHP,,,Ruby,SQL,C#,C++,C,,,,
Other Europe,,,,,,Python,,,,,,,,,,
United States of America,Wisconsin,Java,JavaScript,,,,,Ruby,SQL,,C++,,,,,
United States of America,New York,Java,,,,,,,,,,,,,,
United States of America,North Carolina,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,California,,,,,Python,,,,,,,Perl,,,
United States of America,Washington,,,CSS,,,,,,C#,,,,,,
Canada,,,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,
Canada,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,Massachusetts,,,,,,,,SQL,C#,,,,,,
United States of America,Minnesota,Java,,,,,,,,,,,Perl,,,
United States of America,California,Java,JavaScript,CSS,,Python,Objective-C,,SQL,,C++,C,,HTML5,,CUDA
United States of America,California,,JavaScript,,,,,,SQL,C#,,,,,,
United States of America,California,,JavaScript,CSS,PHP,Python,Objective-C,,SQL,,,C,,HTML5,,
Netherlands,,,JavaScript,CSS,,,,,,,,,,HTML5,,VB.NET
United States of America,Virginia,,,,PHP,Python,,,SQL,,,,,,,
United States of America,New York,,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
Australasia,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,North Carolina,,JavaScript,CSS,,,,Ruby,SQL,C#,,,,HTML5,,
United States of America,California,,,CSS,,,Objective-C,,SQL,,,C,,HTML5,,
United States of America,Minnesota,,JavaScript,CSS,,,,,SQL,C#,,,,,,
United States of America,Colorado,,,,,,,,,,,,,,,none
United Kingdom,,,,,,,,,,,,,Perl,,,"Bash, powershell"
Other Europe,,Java,,,,,Objective-C,,SQL,,,,,,,
United Kingdom,,,JavaScript,CSS,,Python,Objective-C,,,,,C,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,
United States of America,Pennsylvania,,JavaScript,CSS,,,,,SQL,C#,,,,,,
Middle East,,,,,,,,,,C#,C++,C,Perl,,,
United States of America,New Hampshire,,,,,,Objective-C,,,,,C,,,,Assembly
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,,,,PHP,,,Ruby,,,,,,HTML5,,
United States of America,California,,,,,,,,,,,,,,,
United Kingdom,,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
South America,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,,Python,,,,,,,,HTML5,,
United States of America,California,Java,,,,Python,,Ruby,,,,,,,,
United Kingdom,,Java,JavaScript,,,,,,,,,,,,,
United States of America,Minnesota,Java,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Arizona,Java,JavaScript,,PHP,,,,SQL,C#,C++,C,Perl,,,
United Kingdom,,,,,,,,,,,,,,,,Delphi
United States of America,Illinois,Java,JavaScript,CSS,,,,,,,,,,HTML5,,
Italy,,,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,Pascal
United States of America,Missouri,Java,JavaScript,CSS,,Python,,Ruby,SQL,,,C,,,,Clojure
United States of America,Ohio,Java,JavaScript,,,,Objective-C,Ruby,SQL,C#,,,,HTML5,,
Canada,,,,,,,,,,,,,,,,
United States of America,Indiana,Java,JavaScript,CSS,PHP,,,,SQL,,C++,C,Perl,HTML5,,
Canada,,,,,,,Objective-C,,,C#,C++,C,,,,"SkookumScript, Lua"
United States of America,Utah,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
South America,,,,,,,,,,,,,,,,
United States of America,Connecticut,Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,
United States of America,Nebraska,,,,,,,,SQL,C#,,,,HTML5,,
United States of America,New York,Java,,,,,,,,,,,,,,Groovy
Other Europe,,Java,JavaScript,,,Python,,,SQL,,,C,,,,F#
United States of America,Washington DC,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United Kingdom,,,,,,,,,,,,,,,,
Middle East,,Java,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
France,,,,,,,Objective-C,,,,,,,,,
United States of America,New York,,,,,,,,,,,,,,,
United States of America,Virginia,Java,,,,,,,SQL,C#,C++,,,,,
United States of America,Georgia,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Germany,,,,,,Python,,,,,,C,,,,
United States of America,New York,Java,JavaScript,CSS,,,Objective-C,,SQL,C#,C++,C,,HTML5,,
Other Europe,,,JavaScript,,,,,,,C#,,,,,,
Canada,,Java,JavaScript,CSS,PHP,,,Ruby,SQL,C#,,,Perl,,,
United States of America,Colorado,Java,,,,Python,,Ruby,,,C++,C,,,,
United States of America,Massachusetts,Java,,,,,,,SQL,,C++,,Perl,,,
United Kingdom,,,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,C,,,,
Canada,,,,CSS,,,,,SQL,C#,,,,,,
United Kingdom,,Java,JavaScript,CSS,,,,,SQL,C#,C++,,Perl,HTML5,,
United States of America,Virginia,Java,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,Groovy
United States of America,Michigan,Java,JavaScript,,PHP,Python,Objective-C,,SQL,C#,C++,C,,,,
United States of America,California,,JavaScript,,PHP,Python,,,,,,,,HTML5,,
United States of America,Texas,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,,,HTML5,,
North America (Other),,Java,JavaScript,CSS,PHP,,,,,C#,C++,C,,HTML5,,
United States of America,Utah,Java,JavaScript,CSS,,,Objective-C,,SQL,,,,Perl,HTML5,,
Germany,,Java,,CSS,,,,,SQL,,,,,HTML5,,
Other Europe,,,JavaScript,CSS,,,,,,,,,,HTML5,,
Canada,,Java,,,,,,,SQL,C#,C++,,,,,
United States of America,Washington,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Canada,,Java,JavaScript,CSS,,,,,SQL,C#,,,,,,
Canada,,,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,
United States of America,California,,,,PHP,Python,Objective-C,,SQL,,,C,,,,
Canada,,,,,,,,,,C#,C++,C,,,,
United States of America,California,Java,JavaScript,,PHP,,,,SQL,,,,,HTML5,,VB.NET
South America,,Java,JavaScript,CSS,PHP,,,,,C#,,,,HTML5,,
Other Europe,,Java,,,,,,,,,C++,,,,,
United States of America,Georgia,,,,,,,,SQL,C#,,,,,,
Other Europe,,,JavaScript,CSS,,,,,SQL,C#,,,,,,
United States of America,Ohio,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,North Carolina,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Texas,,,,,,,,,,,,,,,
United States of America,California,Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,Scala
Other Europe,,,,,,,Objective-C,Ruby,,,,,,,,
United States of America,Utah,,,,,,,,,,,C,,,,"bash, vhdl"
United States of America,Iowa,,JavaScript,,,,,,SQL,C#,,,,HTML5,,
Other Asia,,,JavaScript,,PHP,Python,,,SQL,,,,,,,
United States of America,Georgia,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
United States of America,Washington,,,CSS,PHP,,Objective-C,,SQL,C#,C++,C,,,,
United States of America,Alabama,,,,,,,,SQL,C#,C++,,,,,
United Kingdom,,,,,,,,,,C#,C++,C,,,,
Australia,,,,,,,,,,,,,,,,vb.net
Canada,,Java,,,,,,,,C#,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,,,
South America,,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
Netherlands,,,JavaScript,,PHP,,,,SQL,C#,,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,,PHP,,,,SQL,,,,,,,
Mexico,,Java,JavaScript,,,,,,SQL,,,,,,,
United States of America,Washington,,,,,,,,,C#,C++,,,,,
United States of America,California,Java,JavaScript,CSS,PHP,Python,,,SQL,,,C,Perl,HTML5,,
Germany,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,California,,,,,Python,,,,,C++,C,,,,
United States of America,Ohio,Java,JavaScript,CSS,PHP,Python,,,SQL,C#,,,,,,
United Kingdom,,,,,,,,,,C#,C++,,,,,
India,,,JavaScript,CSS,,Python,,,,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,C#,C++,,,HTML5,,
Mexico,,,JavaScript,,PHP,,Objective-C,,SQL,C#,,,,HTML5,,
United States of America,Pennsylvania,,JavaScript,,,Python,,,,C#,C++,C,Perl,,,
Canada,,,JavaScript,CSS,PHP,,,Ruby,SQL,,,C,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,
Other Europe,,,,,,,,,SQL,C#,C++,C,,,,
United States of America,Washington,,,,,Python,,,,,,C,,,,
Other Europe,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Wisconsin,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,
United Kingdom,,,JavaScript,CSS,,,,,,,,,Perl,HTML5,,
Australasia,,,,,,,,,,,,,,,,
South America,,,JavaScript,CSS,,Python,,,SQL,,,C,,HTML5,,clojure
United States of America,Nebraska,,,CSS,PHP,Python,,Ruby,,,,,,HTML5,,
France,,Java,,,,,,,,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
United States of America,Tennessee,,JavaScript,,,,,,,,,,,,,ColdFusion
United States of America,California,,JavaScript,CSS,,,,,SQL,C#,C++,C,,HTML5,,
France,,Java,,,,,,,,,C++,,,,,
United States of America,North Carolina,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,C#,,,,HTML5,,
United Kingdom,,,,,,,,,SQL,C#,,,,,,
Canada,,,,,,,,,,,,,,,,
Other Europe,,,,,,,Objective-C,,,,,,,,,
Other Asia,,,,,,,,,,C#,C++,C,,,,Lisp
United States of America,Kentucky,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,California,,,CSS,,,,,SQL,C#,,,,HTML5,,MS Access VBA (I've made some poor choices in life)
United States of America,Maine,,JavaScript,CSS,PHP,,Objective-C,,SQL,,C++,,,HTML5,,
South America,,Java,JavaScript,,,,,,SQL,C#,,,,,,
Other Europe,,,,,,,Objective-C,,,,,,,,,
United States of America,New York,Java,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,
Middle East,,,,,,,,,,,,,,,,
United States of America,Oregon,,,,,,,,SQL,C#,,,,,,
Africa,,,JavaScript,,,,,,SQL,C#,,,,HTML5,,
United States of America,Indiana,,JavaScript,CSS,PHP,,,,SQL,,,,Perl,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,,,,PHP,,,,,,,,,,,
United States of America,Idaho,Java,,,PHP,Python,,,SQL,C#,C++,C,,,,
United States of America,Maryland,,JavaScript,CSS,,,,,SQL,C#,,,,,,
United States of America,California,,JavaScript,,PHP,,Objective-C,,,,,,Perl,HTML5,,
Middle East,,Java,,,,,Objective-C,,SQL,,C++,,,,,
United States of America,Wisconsin,,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,
United States of America,New Hampshire,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
United States of America,Maryland,Java,JavaScript,CSS,,,,,SQL,,C++,,,HTML5,,
United States of America,Texas,,JavaScript,,,,,,SQL,C#,,,,,,
Canada,,,JavaScript,,,,,,SQL,C#,,,,,,
United Kingdom,,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
United States of America,Missouri,,,,,,,,SQL,,,,,,,vb.net
United States of America,Florida,,JavaScript,CSS,,,,,,C#,,,,HTML5,,
United States of America,Washington,,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,
Other Europe,,,,,,,,,SQL,C#,,,,,,
United States of America,Washington,,JavaScript,CSS,,Python,,,,,,,,HTML5,,
Australia,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,,,
United States of America,Indiana,,JavaScript,CSS,,,Objective-C,,SQL,C#,,,,HTML5,,
United States of America,Massachusetts,Java,JavaScript,,PHP,,,Ruby,SQL,C#,C++,,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
United States of America,Pennsylvania,Java,JavaScript,CSS,,,Objective-C,Ruby,SQL,C#,,,,HTML5,,
South America,,Java,JavaScript,CSS,PHP,,,,SQL,,C++,,,,,
Germany,,Java,,,PHP,,,Ruby,SQL,C#,,,,,,
United States of America,New Mexico,,JavaScript,CSS,PHP,,,,SQL,,C++,,Perl,HTML5,,
Other Europe,,,,,,,,,SQL,C#,,,,,,
Germany,,Java,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,HTML5,,bash
United Kingdom,,Java,JavaScript,,PHP,Python,Objective-C,Ruby,,,,,,,,
United States of America,Maryland,,JavaScript,CSS,,,,,SQL,C#,,,,,,
Canada,,,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,,,
United States of America,Michigan,,,,,,,,,,,,,,,
Africa,,,,,,,,,,,,,,,,
Canada,,,JavaScript,CSS,,Python,,Ruby,,,C++,C,,,,
Other Europe,,,,CSS,,,,,SQL,,C++,,,,,
United States of America,Arkansas,Java,JavaScript,CSS,PHP,Python,,,,,,,,,,Visual Basic
United States of America,California,Java,,,,Python,,,,,C++,,,,,Google Go
United States of America,Ohio,,JavaScript,,,,,,,C#,,,,,,
Other Europe,,Java,,,,Python,Objective-C,,,C#,,,,HTML5,,
United States of America,Missouri,,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,
United States of America,New York,Java,JavaScript,CSS,PHP,Python,Objective-C,,SQL,C#,C++,C,,HTML5,,
Canada,,,,,,,,,,,C++,C,,,,fortran
France,,,JavaScript,CSS,PHP,,,,,C#,,,,,,
Australia,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,C#,,C,,HTML5,,
South America,,Java,,,,Python,,,,C#,C++,C,,,,
United States of America,New York,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,California,Java,JavaScript,CSS,,,,,,,,,Perl,HTML5,,
Canada,,Java,JavaScript,,PHP,Python,,,SQL,,,,,,,
United States of America,Maryland,Java,JavaScript,CSS,,,,,SQL,,,C,,HTML5,,
United States of America,New York,,JavaScript,CSS,,,,,SQL,C#,,,,,,
United States of America,Indiana,Java,,,,,,,SQL,,,C,,,,scala
United States of America,Virginia,,,,PHP,,,Ruby,,,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Texas,,JavaScript,CSS,,,,,SQL,C#,,,,,,
Germany,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Minnesota,,,,,,,,,C#,,,,,,
Canada,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,,,,,,,,,,,
Other Europe,,,,,,Python,,,,,,,,,,
United States of America,Texas,Java,JavaScript,CSS,,Python,,Ruby,SQL,C#,C++,,Perl,,,
United States of America,Ohio,,JavaScript,CSS,,,,,SQL,C#,C++,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
United States of America,Idaho,,,,,Python,,,,,,C,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,,SQL,,,C,,HTML5,,
United States of America,New Jersey,,JavaScript,,PHP,,Objective-C,,,,,,,,,
United States of America,New York,Java,JavaScript,CSS,,Python,,,SQL,C#,,,,HTML5,,LISP
Other Europe,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United Kingdom,,Java,JavaScript,,,,,,SQL,,,,,HTML5,,
United States of America,Wisconsin,Java,JavaScript,CSS,,,,Ruby,SQL,,,,Perl,HTML5,,ActionScript
Middle East,,Java,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Other Europe,,,,,,Python,,,,,C++,,Perl,,,
United States of America,Utah,,JavaScript,CSS,PHP,,,,SQL,,,C,Perl,HTML5,,
Other Europe,,Java,JavaScript,CSS,,,,Ruby,,C#,,,,HTML5,,
United States of America,New Jersey,,,,,,,,SQL,C#,C++,,,,,
Canada,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
India,,,JavaScript,,,,,,SQL,C#,,,,,,
United States of America,Pennsylvania,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Pennsylvania,,JavaScript,,,,,,SQL,C#,,,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,,,
Other Europe,,,JavaScript,CSS,PHP,,,Ruby,SQL,C#,,,,HTML5,,VB.net
United Kingdom,,,,CSS,,,,,SQL,,,,Perl,HTML5,,
United States of America,Pennsylvania,,JavaScript,CSS,,,,Ruby,,,,,,,,"xsl, xpath"
Other Europe,,Java,,,,,,,SQL,,C++,C,,,,
Australia,,,,,,,,,SQL,C#,,,,,,
France,,Java,,,PHP,Python,,,,,,C,Perl,,,
France,,,JavaScript,CSS,,Python,,,,,C++,C,,HTML5,,
United States of America,Virginia,Java,JavaScript,,,,,,SQL,C#,,,,,,scala
United Kingdom,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
United States of America,Ohio,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Connecticut,,,,,,,,SQL,C#,,,,,,
Canada,,,,,,,,,,,,,,,,
