What Country or Region do you live in?,Which US State or Territory do you live in?,Which languages are you proficient in?,,,,,,,,,,,,
United Kingdom,,Java,JavaScript,CSS,,,,,,,,,,
United Kingdom,,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Georgia,Java,JavaScript,CSS,,Python,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,
Mexico,,,,,,,,,,C++,C,,,
United States of America,Texas,Java,JavaScript,CSS,,,,,,C++,C,Perl,,
Other Europe,,Java,JavaScript,CSS,,Python,Ruby,SQL,,,,,,Ruby
United States of America,Iowa,,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
India,,,,,,,,,,,,,,
United States of America,Arizona,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Germany,,Java,,,,,,,,,,,,Objective C
United States of America,Washington,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
United States of America,Utah,,JavaScript,CSS,,,,,C#,,,,,
Canada,,,,CSS,PHP,Python,,SQL,,,,,,
Germany,,,JavaScript,CSS,PHP,Python,,SQL,,,,,,
United States of America,Missouri,,JavaScript,,,,,SQL,C#,,,,,
Middle East,,,JavaScript,CSS,,,,SQL,C#,C++,C,,,
Australasia,,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,California,Java,,,,Python,,,,C++,,,,
Canada,,,,,,,,,C#,C++,,,,VB
South America,,Java,JavaScript,,,,,SQL,,,,,,
Russia,,,,,,,,,,C++,C,,,Lisp
United States of America,Florida,,JavaScript,,PHP,Python,,,,,,,,
Africa,,Java,JavaScript,CSS,,Python,,SQL,C#,,,,,
United States of America,Illinois,,,,,,,,C#,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,Perl,,
Other Europe,,Java,,,,,,SQL,C#,C++,C,Perl,,
Germany,,Java,JavaScript,CSS,PHP,Python,,,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
United Kingdom,,Java,,CSS,,,,SQL,,,,,,Objectve C
Other Europe,,,JavaScript,CSS,PHP,,,,C#,,,,,
Netherlands,,Java,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
United States of America,Indiana,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Washington,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,,Perl,,
United States of America,Colorado,,,CSS,,Python,,,,C++,C,,,
Other Europe,,,JavaScript,CSS,,Python,,SQL,C#,C++,C,,,
United States of America,Washington,,JavaScript,,,,,SQL,C#,,,,,
Germany,,Java,JavaScript,CSS,,,,SQL,C#,,,,,Objective C
United States of America,Tennessee,Java,,,,,,,C#,,,,,
United Kingdom,,,,,,Python,,,,,,,,Delphi
United States of America,Virginia,,JavaScript,CSS,,,,SQL,C#,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,
Netherlands,,Java,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,
Canada,,Java,,,,,,,C#,C++,C,Perl,,
Other Europe,,,,,,,,,,,,,,
South America,,,JavaScript,CSS,PHP,Python,,,,,,,,
United States of America,Texas,Java,,,,,,,C#,,,,,
United States of America,Georgia,,JavaScript,CSS,,,,SQL,C#,,,,,
Netherlands,,,,CSS,PHP,,Ruby,SQL,,,,,,
United States of America,Utah,,JavaScript,CSS,,,,SQL,C#,,,,,
Other Europe,,Java,JavaScript,CSS,,Python,,SQL,,,,Perl,,
Other Europe,,Java,,,,,,,,C++,,,,
Germany,,,,CSS,,Python,,SQL,,,,,,
United States of America,Minnesota,,JavaScript,CSS,,,,,,,,,,HTML
Africa,,Java,,,,,,,,,,,,
South America,,,JavaScript,CSS,PHP,,,SQL,,,,,,Symfony
United States of America,California,Java,,,,,,,,,C,Perl,,
United States of America,Texas,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Florida,,JavaScript,,,,,SQL,C#,,,,,
Middle East,,,,,,,,,C#,,,,,
United Kingdom,,Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,Perl,,
United States of America,Connecticut,,,,,Python,,,,C++,C,,,Objective C
South America,,,,,,,,,,,,,,
Australia,,Java,,,,,,,,,,,,
Other Europe,,Java,,CSS,PHP,Python,,SQL,,C++,,,,
Africa,,,,,,,,,C#,C++,,,,
United States of America,Virginia,,JavaScript,CSS,PHP,,,,C#,,,,,
India,,Java,,CSS,,,,,C#,C++,C,,,
United Kingdom,,,,,PHP,,,,,,C,Perl,,"Lua, SQL"
Other Europe,,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Utah,,JavaScript,CSS,,Python,Ruby,,,,,,,
Canada,,,,CSS,,Python,Ruby,,,C++,C,Perl,,Haskell
United States of America,New York,,,,,,,SQL,C#,,,,,
United Kingdom,,,,,,,,SQL,C#,C++,,,,
United States of America,New York,Java,JavaScript,,,Python,,SQL,C#,C++,C,,,
Canada,,,,CSS,,,Ruby,SQL,C#,,,,,"Delphi, Objective-C"
Africa,,,,,,,,SQL,C#,C++,,,,
United States of America,Iowa,Java,,,,Python,,SQL,C#,,,Perl,,
Canada,,Java,JavaScript,CSS,PHP,,,SQL,,,,,,"Actionscript 3, Objective-C"
United Kingdom,,,,,,Python,,,,,,,,R
Germany,,,JavaScript,CSS,,,,SQL,C#,,,,,
Netherlands,,,JavaScript,,PHP,,,SQL,,,,,,Delphi
Mexico,,,JavaScript,,,,Ruby,,C#,,,,,
Other Europe,,,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,
Netherlands,,,,,,,,,,,,Perl,,excel
United Kingdom,,,JavaScript,CSS,PHP,,,SQL,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,C,,,
Other Europe,,,,,,,,,,,,,,
United States of America,Pennsylvania,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Arizona,Java,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,New Mexico,,,,,,,,,,,,None,
Other Europe,,,,,,,,,C#,,,,,
United States of America,,,,,,,,,,,,,,
United States of America,Washington,,,,,,,SQL,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,SQL,,,,Perl,,
United States of America,California,,JavaScript,,,,Ruby,,,C++,C,,,
Other Europe,,Java,,,PHP,,,SQL,,,,,,
Other Europe,,,,,,,,,,,,,,
United States of America,Texas,Java,JavaScript,CSS,,,Ruby,SQL,,,,,,
Other Europe,,Java,,,,,,SQL,,,,,,
United States of America,Michigan,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Other Europe,,,JavaScript,CSS,,,,,C#,,,,,
United States of America,North Dakota,,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,
Russia,,,JavaScript,CSS,,,,SQL,C#,,,Perl,,
United Kingdom,,,,CSS,PHP,,,SQL,,,,,,
Netherlands,,,,,,,,,,,,,,
Middle East,,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
United Kingdom,,,JavaScript,CSS,,,,SQL,C#,,,,,vb.net
South America,,Java,JavaScript,CSS,,,Ruby,SQL,,C++,C,,,"Adobe Flex, Delphi"
United States of America,California,Java,JavaScript,,PHP,,,SQL,C#,C++,C,,,
Canada,,Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,
Netherlands,,,,,,,,SQL,C#,C++,C,,,Objective-C
Other Europe,,,,,,Python,,SQL,C#,,,,,
United States of America,Texas,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,
United States of America,Virginia,Java,,,,,,SQL,C#,C++,C,Perl,,
Africa,,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
United States of America,California,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,Perl,None,
United States of America,New Jersey,Java,JavaScript,CSS,,,,SQL,C#,,,,,Objective-C
United States of America,Utah,Java,JavaScript,CSS,,,,SQL,,,,,,
Netherlands,,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,
North America (Other),,,JavaScript,,,,,SQL,C#,,,,,
United States of America,Texas,,,,PHP,,,SQL,C#,C++,,,,
Other Europe,,,,,,,,,C#,,,,,
Other Europe,,Java,,,PHP,Python,,,,C++,C,,,
Other Europe,,,,,,,,,,,,,None,
United States of America,New York,Java,,,,Python,,,,,C,,,
South America,,,JavaScript,CSS,PHP,Python,Ruby,,,,,,,
Canada,,,JavaScript,CSS,,Python,Ruby,,,C++,C,Perl,,Clojure
Canada,,Java,,CSS,,,,,C#,C++,C,,,
Canada,,Java,JavaScript,CSS,,,Ruby,SQL,C#,C++,,,,Objective-C
Germany,,,,CSS,,,Ruby,SQL,,,C,,,Objective-C
United States of America,,,,,,,,,,,,,,
United States of America,Georgia,,,CSS,,,,SQL,C#,,,,,
United States of America,Nebraska,,,,,,,,C#,C++,C,Perl,,
Other Europe,,Java,,,PHP,,,,,C++,C,,,
United Kingdom,,Java,,,PHP,,,,,,,,,
Italy,,Java,,CSS,,,,,C#,C++,C,,,
Canada,,Java,JavaScript,,,,Ruby,SQL,C#,,,,,"Groovy, Erlang"
Netherlands,,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Florida,Java,,,,Python,,,C#,C++,C,,,
United States of America,Washington,Java,JavaScript,CSS,,Python,Ruby,SQL,C#,,C,,,
United States of America,Tennessee,,,CSS,PHP,,Ruby,SQL,C#,C++,,,,
United States of America,Ohio,,,,,Python,,,,C++,,,,
United States of America,Georgia,,JavaScript,,,,,,C#,,C,,,FORTRAN
South America,,Java,JavaScript,,PHP,Python,,SQL,,,C,,,
United States of America,California,,JavaScript,,PHP,Python,,,,,,,,
United States of America,Maryland,Java,JavaScript,,,,,SQL,,,,,,
United States of America,California,,,,,,,,,,,,,
United Kingdom,,Java,JavaScript,CSS,,,,,C#,,,,,
United States of America,Vermont,,,,,,,,,,,,,Vb
United States of America,New York,,JavaScript,CSS,PHP,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,California,Java,,,,,,SQL,C#,C++,C,,,Objective-C
South America,,Java,JavaScript,,PHP,Python,,SQL,,,C,,,
United Kingdom,,Java,JavaScript,,,Python,,,,,,,,
Other Europe,,Java,,,,,,SQL,C#,,,,,
Australia,,,,,,,,,C#,,,,,LISP
United States of America,Oregon,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,,,,Perl,,
United States of America,Washington,,JavaScript,CSS,PHP,,,SQL,C#,,,,,ActionScript 3.0
United States of America,Indiana,,,,,,,SQL,C#,C++,,,,
United States of America,New Jersey,Java,JavaScript,,PHP,,,,,,,,,
United States of America,Massachusetts,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,
United States of America,Nebraska,,JavaScript,,PHP,,,SQL,,C++,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
United States of America,Texas,,JavaScript,,PHP,,,SQL,,,,,,
South America,,,JavaScript,CSS,,,,SQL,C#,,,,,
United Kingdom,,Java,JavaScript,,,Python,,,,C++,,,,"prolog, lua"
Africa,,Java,,,,,,SQL,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,,C#,C++,C,Perl,,
Middle East,,,JavaScript,CSS,,,,,,,,,,html
Canada,,Java,JavaScript,CSS,,,Ruby,SQL,C#,,,,,
United Kingdom,,,,,,,,,C#,C++,,,,
United States of America,Tennessee,,JavaScript,CSS,,,,,,,,,,ColdFusion
United States of America,Washington,,,,,,,SQL,C#,C++,,,,
Australasia,,Java,JavaScript,,,,Ruby,,,,,,,
South America,,,,,PHP,,,,,,,,,
United States of America,New Jersey,,,,,,,,,,,,,
United States of America,New York,Java,JavaScript,,PHP,,Ruby,,C#,,,,,
Other Europe,,Java,,,,,,,,,,,,assembler
United Kingdom,,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,Scala
United States of America,Washington,,JavaScript,,,Python,,,,C++,,,,
United States of America,Montana,,JavaScript,CSS,,,,SQL,C#,,,,,
Other Europe,,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Arkansas,Java,JavaScript,CSS,,,,SQL,,,,,,RPG
United Kingdom,,,JavaScript,CSS,PHP,,,SQL,,,,,,VBscript
United States of America,California,Java,JavaScript,,,Python,,SQL,C#,C++,C,,,Objective-C
United States of America,Washington,,,,,Python,,,C#,C++,C,,,
United States of America,Nebraska,,JavaScript,CSS,,,Ruby,SQL,C#,,,,,
United Kingdom,,,,,,,,,C#,,,,,
United Kingdom,,,JavaScript,CSS,PHP,Python,,SQL,,,,,,
United States of America,Indiana,,JavaScript,CSS,,,,SQL,C#,,,,,
United Kingdom,,,,,,,,,,,,,,
United States of America,Pennsylvania,,JavaScript,CSS,,,,,C#,,,,,F#
United States of America,Alabama,,JavaScript,CSS,PHP,Python,,SQL,,C++,,,,
Australasia,,Java,JavaScript,CSS,,,,,,,,,,
Canada,,Java,,,,Python,,,,C++,C,,,
United States of America,Tennessee,Java,,,PHP,,Ruby,SQL,,,,,,
United Kingdom,,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,
United States of America,Maine,Java,JavaScript,CSS,,,,,,,,,,
United States of America,Washington,,,,PHP,,Ruby,SQL,,,,,,
United States of America,Missouri,,,,,,,,,,,,,
Canada,,Java,JavaScript,CSS,PHP,,,SQL,,,,,,
Italy,,,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,
Canada,,,,,,,,,,,,,,VB.NET
United States of America,Texas,Java,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,Objective-C
United Kingdom,,,,,,,,,C#,,,,,
United Kingdom,,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,C,,,Objective-C
United States of America,Iowa,,,CSS,,Python,,SQL,,,,,,
United States of America,New York,,,,,,,,,,C,Perl,,
United States of America,New York,,JavaScript,CSS,PHP,,,SQL,,,,,,
United States of America,New York,Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,Perl,,Objective-C
Mexico,,Java,,CSS,,,,SQL,,,,,,
United States of America,California,,,,,,,,,,,,,
United States of America,Georgia,Java,,,,,Ruby,SQL,,,C,,,scala
Australasia,,Java,JavaScript,CSS,,,,,,,,,,
Australia,,,JavaScript,,,,Ruby,SQL,C#,,,,,
United States of America,Ohio,,,,,,,SQL,C#,,,,,
Other Europe,,Java,,,PHP,Python,,SQL,,C++,C,,,
United States of America,Iowa,,JavaScript,CSS,,Python,Ruby,,,C++,C,,,Objective-C
Other Europe,,,,CSS,,,,SQL,C#,,,,,
United States of America,Illinois,Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,,,
United States of America,Pennsylvania,Java,,,,Python,,,,,C,Perl,,
United States of America,Pennsylvania,,,,,,,SQL,,,C,Perl,,
United States of America,New York,Java,,,,Python,,SQL,C#,C++,C,,,
Middle East,,Java,JavaScript,,,Python,,,C#,C++,,,,
United States of America,Arizona,,,,PHP,,,,C#,,,,,
United States of America,Delaware,,,CSS,PHP,,,,,,,,,
United States of America,Minnesota,Java,JavaScript,,,,,SQL,C#,,,,,
United States of America,California,Java,JavaScript,CSS,,Python,Ruby,,,C++,C,Perl,,
United States of America,Colorado,,JavaScript,,,,,SQL,C#,,,,,
United States of America,Massachusetts,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Germany,,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,
United States of America,Texas,Java,,CSS,,,,SQL,C#,C++,C,,,
United States of America,New York,Java,JavaScript,CSS,,,,SQL,,,,,,
Australia,,,JavaScript,CSS,PHP,Python,,SQL,,,,,,
Other Europe,,,,,,,,,C#,,,,,
United States of America,Massachusetts,,JavaScript,CSS,,,,SQL,C#,,,,,Visual Basic .NET
United States of America,Massachusetts,,JavaScript,CSS,,Python,,SQL,,,C,,,Common Lisp
United States of America,Illinois,,JavaScript,,,,,SQL,C#,,,,,
United States of America,Wisconsin,,JavaScript,CSS,PHP,Python,,SQL,C#,,C,,,
Other Europe,,,JavaScript,CSS,PHP,Python,,,,,,,,
Australia,,,,,,,,SQL,,,,,,vb
United States of America,New York,Java,,,,,,,,C++,,,,R
Germany,,Java,JavaScript,CSS,,,Ruby,,,,,,,
Other Europe,,Java,,CSS,,Python,,SQL,,,,,,
Netherlands,,,JavaScript,CSS,PHP,,,SQL,,,C,,,"Objective-C, Cocoa"
United States of America,Maryland,,JavaScript,CSS,,,,,,,,,,
Italy,,,,,,,,,,,,,,
United States of America,North Carolina,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,New York,Java,,,PHP,Python,Ruby,SQL,C#,C++,C,,,
Middle East,,,,,,,,,,,,,None,
Australasia,,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Italy,,,JavaScript,CSS,,,,SQL,C#,,,,,
Italy,,,JavaScript,CSS,,,,SQL,C#,,,,,
Germany,,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Middle East,,Java,JavaScript,,,,,SQL,,,,,,
Other Europe,,,JavaScript,CSS,,,,SQL,,,,,,VB.Net
France,,,JavaScript,CSS,,,,SQL,C#,,,,,vb.net
United States of America,California,,,,,Python,,,,C++,C,Perl,,Tcl
Other Europe,,,,,,,,,,,,,,
Russia,,,,,,Python,,,,,,,,lotusscript
Other Asia,,,JavaScript,,,,,SQL,C#,,,,,
Mexico,,,,,,,,,C#,,,,,
France,,Java,JavaScript,CSS,,,,,C#,C++,C,,,
India,,Java,,,,,Ruby,SQL,C#,C++,C,,,
Middle East,,Java,,,,,,SQL,,,,,,
Middle East,,,,,,,,,,,,,,
United States of America,South Dakota,,JavaScript,CSS,PHP,,,,C#,C++,C,Perl,,"bash, tcl"
United States of America,Washington,Java,JavaScript,,,,,SQL,C#,,,,,
Italy,,Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,"Assembler, BASIC"
Germany,,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
United States of America,Oregon,,,,,,,SQL,C#,,,,,
South America,,,,CSS,,,,SQL,C#,,,,,
Italy,,Java,JavaScript,CSS,PHP,,,,,,,,,
United States of America,Oregon,,,,,,,SQL,C#,,,,,
Other Europe,,Java,,CSS,PHP,,,SQL,,,,,,
United States of America,New Jersey,,JavaScript,CSS,PHP,,,SQL,,,,,,
United States of America,Washington,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,Perl,,
United States of America,Massachusetts,,,CSS,,Python,,,,,C,,,
United States of America,Florida,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,Perl,,
United States of America,North Carolina,,,CSS,,,,SQL,C#,,,,,
United States of America,Florida,,JavaScript,CSS,PHP,,,SQL,C#,,,,,
South America,,Java,JavaScript,,,,,,C#,,,,,Objective-C
United States of America,Ohio,,,,,,,,,,,Perl,,
Other Europe,,,,,,Python,,SQL,,,C,,,
United States of America,Kansas,,JavaScript,CSS,,,,SQL,C#,,,,,
United Kingdom,,,JavaScript,,,,,,,,,Perl,,
United Kingdom,,,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Pennsylvania,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
United States of America,Virginia,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,Perl,,
United States of America,Indiana,,,,,,,SQL,C#,,,,,
Mexico,,Java,JavaScript,CSS,,,,SQL,C#,,,,,
United States of America,Texas,,,,,,,SQL,C#,,,,,
Other Asia,,,,,,,,,,,,,,
United States of America,Wisconsin,Java,,,,Python,,SQL,,,,,,
United States of America,Florida,,,,,,,,C#,C++,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,,,,"lisp,scheme,clojure,bash"
Russia,,,,,,,,,C#,,,,,
Other Europe,,Java,,,,Python,,,,,,,,AS3
Other Europe,,Java,JavaScript,,,Python,,,,C++,C,,,
United Kingdom,,,,,,Python,,,,,,,,"bash, BASIC"
United Kingdom,,,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,Haskell
France,,,,,,,,,C#,,,,,
Other Europe,,,JavaScript,,,,,SQL,,,,,,ActionScript
Other Europe,,,JavaScript,,,,,,C#,,,,,"F#, Haskell"
South America,,,,CSS,,Python,,,C#,C++,C,,,
Other Europe,,Java,JavaScript,,PHP,,,SQL,,C++,C,,,
Other Europe,,Java,,,,,,SQL,C#,C++,C,,,
Other Europe,,,JavaScript,CSS,,,,SQL,C#,,,,,HTML
Germany,,Java,,,,,,,,,,,,"Objective-C, Smalltalk"
India,,Java,JavaScript,,,Python,Ruby,,C#,C++,C,,,"Haskell,Scheme"
South America,,,,,,,,,,,,,,
Germany,,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
Russia,,Java,,,,Python,,SQL,,,,,,Haskell
Other Asia,,Java,,,PHP,,,SQL,C#,,,,,
India,,Java,JavaScript,CSS,,,,,,,,,,
France,,,,,,Python,,,,C++,C,,,Fortran
France,,,,,,,,,,,,,,
France,,Java,,,,,,,,,C,,,Ada
India,,Java,,,,,,SQL,,,,,,Android
Middle East,,Java,JavaScript,CSS,,Python,,SQL,,,,,,
India,,,,,,,,,,,,,,objective -c
Other Asia,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,,PHP,,,,,C++,C,,,
Other Europe,,Java,,,,,,,C#,C++,,,,
Other Europe,,Java,,,,Python,,SQL,C#,C++,C,Perl,,
France,,,,CSS,,Python,,SQL,C#,,,,,
Africa,,,,,PHP,,,SQL,,,,,None,
Other Europe,,,,,,,,,,,,,,
Other Asia,,,JavaScript,CSS,,,,SQL,C#,C++,C,,,
United States of America,California,Java,,,,Python,Ruby,,,,C,Perl,,
Other Europe,,,,,,,,,C#,C++,,,,
Middle East,,,,,,,,SQL,C#,C++,,,,PowerBuilder
Other Europe,,Java,,,PHP,Python,,SQL,C#,C++,C,,,
Canada,,,,,,,,,,,,,,
Other Europe,,,JavaScript,,,,,SQL,C#,,,,,
United States of America,Minnesota,,JavaScript,CSS,,Python,Ruby,SQL,C#,,,,,
Australia,,,,CSS,,,,SQL,,,C,,,Lua
India,,Java,,,,,,,C#,C++,C,,,
United States of America,Texas,,JavaScript,CSS,PHP,,,SQL,,,C,,,Objective-c
Russia,,Java,,,,,,,C#,,,,,Delphi
United States of America,Illinois,,JavaScript,CSS,PHP,Python,,SQL,C#,C++,,,,
Other Asia,,,JavaScript,CSS,PHP,,,SQL,,C++,,,,
United States of America,New Mexico,,,,,,,SQL,,,C,Perl,,"bash, ksh"
United States of America,New York,,JavaScript,CSS,PHP,,,,,,,,,"Objective-C, VB.NET"
Australasia,,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,
United States of America,New York,Java,,,,,,SQL,C#,,C,Perl,,
Other Europe,,Java,JavaScript,,PHP,Python,,SQL,,C++,C,,,
United States of America,California,Java,,,,,,SQL,C#,C++,,,,
Other Europe,,,,CSS,,,Ruby,,,,,,,
Germany,,,JavaScript,,,,,SQL,,C++,C,,,Delphi
Canada,,,JavaScript,,PHP,,,SQL,C#,,,,,
Other Europe,,,JavaScript,,PHP,Python,,,,C++,C,,,
United States of America,Massachusetts,Java,JavaScript,CSS,,,Ruby,SQL,,,,Perl,,
Germany,,Java,,,,Python,,,,,C,,,
United States of America,New York,Java,JavaScript,CSS,,,,SQL,C#,,,,,
United Kingdom,,,,,,,,,,,,,,objective-c
United Kingdom,,Java,JavaScript,CSS,PHP,,,,,,C,,,
United States of America,Washington,,JavaScript,CSS,,Python,Ruby,SQL,C#,C++,,Perl,,
United States of America,Kansas,,,,,,,,,C++,C,,,fortran
Other Europe,,,,,,,,,,,,,,
United States of America,Virginia,Java,JavaScript,CSS,PHP,,,SQL,,,,,,
Other Europe,,Java,,CSS,,,,,,,,,,"Clojure, ActionScript"
United States of America,Illinois,,JavaScript,,,Python,,,,C++,,,,
Other Europe,,,JavaScript,CSS,PHP,,,,C#,C++,,,,
United States of America,Missouri,,JavaScript,CSS,,,,SQL,C#,,,,,
Canada,,Java,,,,,,,,,,,,scala
United States of America,Delaware,Java,JavaScript,CSS,PHP,,,,,,,,,
United States of America,Pennsylvania,,,,,,,,,C++,,,,LSL
India,,,,,,,,,C#,,,,,
United States of America,California,,JavaScript,CSS,PHP,,,SQL,,,,,,
Mexico,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,
South America,,,,,,,,,,,C,,,
Canada,,,,,,,,,,,,,,
Middle East,,Java,,,,Python,,SQL,,,,,,
United States of America,New York,,,,,,,,,,,,,Objective-C (how is this not a choice)
United States of America,Washington,,JavaScript,CSS,,Python,Ruby,SQL,C#,,,,,"F#,VB6"
United States of America,California,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,
United States of America,Massachusetts,,,,,,,,C#,,,,,
United States of America,Maryland,Java,JavaScript,CSS,PHP,,Ruby,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,,,
Italy,,,JavaScript,,PHP,,,,,,,,,
Other Asia,,,JavaScript,CSS,,,,SQL,C#,,,,,asp.net-mvc
Middle East,,Java,,,,,Ruby,SQL,,C++,C,,,
Canada,,,JavaScript,CSS,,,,SQL,,,,,,VBScript
Africa,,,JavaScript,CSS,PHP,Python,,SQL,,,,Perl,,
United States of America,Connecticut,Java,JavaScript,,,Python,,SQL,,C++,,,,
India,,,JavaScript,,,,,SQL,C#,,,,,
Russia,,,,CSS,,,,,,C++,,,,
Other Asia,,Java,,CSS,,,Ruby,,,C++,C,,,
Other Europe,,,,,,,,,,,,,,
India,,,,,,,,,C#,,,,,
France,,,,,,,,,,,,,,
Other Asia,,Java,JavaScript,CSS,PHP,Python,,,,,C,,,
Canada,,,,,,Python,,,,C++,,,,
United States of America,Arizona,Java,JavaScript,CSS,,,Ruby,SQL,,C++,C,,,
United Kingdom,,,,,,,,,C#,,,,,powershell
United States of America,Colorado,Java,,,,,,,,C++,C,,,ActionScript
Middle East,,,,CSS,PHP,,,,C#,C++,C,,,AS3
Other Europe,,Java,,CSS,PHP,,,SQL,,C++,,,,
Other Europe,,,JavaScript,CSS,PHP,,,SQL,,,,,,tcl
Other Asia,,Java,,,,,,,C#,,,,,
United States of America,Massachusetts,,,,,Python,,,,,,,,R
United States of America,,,,,,,,,,,,,,
Africa,,,JavaScript,CSS,PHP,,,SQL,,,,,,
Africa,,,JavaScript,CSS,PHP,,,,,C++,C,,,
Russia,,,,,PHP,Python,,,,C++,C,,,
Middle East,,Java,,CSS,,,,SQL,C#,,,,,
Other Asia,,,,,,,,,,,,,,
United States of America,Michigan,,,CSS,PHP,,,SQL,C#,C++,,Perl,,
United Kingdom,,Java,,,,,,,,,,,,
Middle East,,Java,,CSS,,,Ruby,,,C++,C,,,objective c
Germany,,Java,JavaScript,CSS,PHP,Python,Ruby,,,,,Perl,,
Canada,,,,,,,,,,,,Perl,,
Other Europe,,,,,,,,,C#,,,,,Objective-C
United Kingdom,,Java,JavaScript,CSS,PHP,,,,,,,,,
United Kingdom,,Java,JavaScript,CSS,PHP,,,,,,,,,
Other Europe,,Java,JavaScript,,,,,,,C++,,,,Scala
Other Asia,,,JavaScript,CSS,PHP,,,SQL,,,,,,ASP 3.0
Other Europe,,Java,,CSS,,,,,,,,,,Groovy
Middle East,,Java,,,,,,,,C++,C,,,ada
Middle East,,,JavaScript,CSS,,,,,,,,,,
United Kingdom,,,JavaScript,CSS,,,,SQL,C#,,,,,
Canada,,Java,JavaScript,CSS,PHP,,,SQL,,C++,C,,,
Other Asia,,Java,JavaScript,,PHP,,,,C#,C++,C,,,
Other Europe,,Java,JavaScript,,,,,,,,C,,,
Other Europe,,,JavaScript,CSS,PHP,,,SQL,,,,,,
United States of America,California,Java,,,,,,,,C++,C,Perl,,
United States of America,Texas,,,CSS,PHP,,,,,,,,,
United States of America,New York,Java,,CSS,PHP,,,SQL,C#,C++,,,,
United States of America,Tennessee,,,,,Python,,,,C++,C,,,Objective C
United States of America,Illinois,,,,,,,,,,,,None,
